Date,ATVI,ADBE,ADP,ABNB,ALGN,GOOGL,GOOG,AMZN,AMD,AEP,AMGN,ADI,ANSS,AAPL,AMAT,ASML,AZN,TEAM,ADSK,BKR,BIIB,BKNG,AVGO,CDNS,CHTR,CTAS,CSCO,CTSH,CMCSA,CEG,CPRT,CSGP,COST,CRWD,CSX,DDOG,DXCM,FANG,DLTR,EBAY,EA,ENPH,EXC,FAST,FISV,FTNT,GILD,GFS,HON,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KLAC,KHC,LRCX,LCID,LULU,MAR,MRVL,MELI,META,MCHP,MU,MSFT,MRNA,MDLZ,MNST,NFLX,NVDA,NXPI,ORLY,ODFL,PCAR,PANW,PAYX,PYPL,PDD,PEP,QCOM,REGN,RIVN,ROST,SGEN,SIRI,SBUX,SNPS,TMUS,TSLA,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL,ZM,ZS
2010-01-04,10.02,37.09,27.49,,18.5,15.68,15.61,6.7,9.7,21.14,43.27,23.07,44.64,6.52,11.33,24.25,13.64,,25.67,22.28,53.64,223.96,13.9,6.12,,21.71,17.53,21.8,6.63,,4.55,4.22,43.93,,4.29,,2.14,,16.06,9.48,17.93,,20.73,7.55,12.36,1.8,16.72,,28.95,27.04,30.55,14.02,27.74,34.31,,3.41,21.51,,34.98,,15.45,22.72,18.14,49.02,,10.32,10.76,23.68,,13.62,6.55,7.64,4.24,,38.5,8.48,23.5,,19.86,,,41.91,33.58,24.63,,9.38,10.54,0.58,9.26,22.44,13.21,,18.77,29.07,44.24,26.33,15.84,,13.6,,
2010-01-05,10.04,37.7,27.34,,18.01,15.62,15.54,6.73,9.71,20.9,42.89,23.03,43.64,6.53,11.24,24.44,13.36,,25.28,23.59,53.38,226.56,14.0,6.06,35.0,21.68,17.45,22.04,6.54,,4.55,4.24,43.8,,4.4,,2.17,,15.85,9.38,18.44,,20.39,7.71,12.41,1.84,16.7,,29.01,27.08,30.35,14.01,27.74,34.15,,3.37,21.27,,34.74,,15.91,22.85,18.49,50.27,,10.15,11.08,23.69,,14.29,6.57,7.36,4.3,,38.56,8.67,23.93,,19.85,,,42.42,34.38,25.1,,9.56,10.53,0.62,9.47,22.25,13.24,,18.66,29.27,42.78,26.11,16.46,,13.44,,
2010-01-06,9.98,37.62,27.28,,17.48,15.22,15.15,6.61,9.57,21.11,42.57,22.99,43.35,6.42,11.22,24.66,13.25,,25.34,24.77,53.43,219.08,14.11,6.13,35.0,21.73,17.34,22.04,6.49,,4.53,4.25,44.37,,4.41,,2.24,,16.78,9.32,17.96,,20.51,8.22,12.36,1.94,17.28,,29.01,27.15,32.22,13.97,27.35,34.65,,3.45,21.18,,34.58,,16.25,22.91,18.65,49.68,,10.07,11.13,23.55,,14.39,6.71,7.62,4.33,,38.39,8.83,24.24,,20.01,,,42.0,34.05,24.72,,9.7,10.82,0.62,9.4,22.21,12.35,,18.52,29.65,42.03,25.92,16.71,,13.46,,
2010-01-07,9.74,36.89,27.27,,17.43,14.87,14.8,6.5,9.47,21.29,42.18,22.81,43.46,6.41,11.1,23.98,13.4,,25.48,24.94,52.99,216.13,14.02,6.25,35.0,21.92,17.42,21.21,6.63,,4.51,4.24,44.15,,4.38,,2.3,,16.67,9.22,17.83,,20.58,8.36,12.3,1.95,17.32,,29.57,28.18,32.77,13.83,27.26,34.52,,3.41,21.3,,34.52,,16.16,23.0,18.22,48.7,,10.01,10.75,23.3,,14.35,6.68,7.49,4.25,,38.27,8.4,24.56,,20.32,,,41.73,35.03,24.57,,10.1,10.76,0.6,9.38,22.15,12.46,,18.58,29.6,41.5,26.07,16.7,,13.4,,
2010-01-08,9.66,36.69,27.23,,17.66,15.07,14.99,6.68,9.43,21.55,42.56,22.94,43.76,6.45,11.53,23.4,13.45,,26.26,25.45,54.08,216.21,14.12,6.34,33.5,22.14,17.51,21.82,6.61,,4.52,4.23,43.83,,4.59,,2.26,,16.44,9.33,18.18,,20.49,8.44,12.16,2.01,17.19,,30.22,27.95,33.15,13.99,27.98,34.33,,3.38,21.62,,35.39,,16.14,23.05,18.43,48.94,,10.07,11.01,23.46,,14.37,6.72,7.61,4.26,,37.93,8.52,24.6,,20.34,,,41.59,35.39,24.37,,9.91,10.82,0.6,9.35,22.31,11.77,,19.01,29.22,40.67,26.11,16.75,,13.41,,
2010-01-11,9.65,36.21,27.35,,17.54,15.04,14.97,6.52,9.14,21.77,42.74,22.81,43.93,6.4,11.78,22.91,13.7,,26.25,25.18,53.9,218.91,14.21,6.34,33.5,22.05,17.46,21.65,6.57,,4.5,4.24,43.88,,4.55,,2.25,,16.35,9.3,18.05,,20.72,8.28,12.23,2.01,17.33,,30.6,28.89,33.82,14.07,28.11,34.59,,3.36,21.53,,36.34,,15.9,23.0,18.29,44.23,,10.06,10.81,23.16,,14.3,6.72,7.6,4.2,,38.13,8.47,25.0,,20.46,,,41.54,35.26,24.84,,9.95,10.6,0.62,9.32,22.12,11.91,,18.76,29.15,41.83,26.15,16.69,,13.54,,
2010-01-12,9.55,35.66,27.16,,17.23,14.78,14.71,6.37,8.65,21.55,42.0,21.86,42.74,6.32,11.25,22.94,13.63,,25.89,24.7,53.25,213.98,14.0,6.2,33.5,21.75,17.19,21.98,6.45,,4.47,4.17,43.65,,4.45,,2.37,,16.55,9.2,16.65,,20.81,8.27,12.12,1.98,17.35,,30.25,28.84,39.17,13.84,28.11,33.82,,3.31,20.78,,33.98,,15.68,22.81,17.56,43.6,,9.89,10.18,23.01,,14.54,6.66,7.48,4.05,,38.85,8.42,24.93,,20.39,,,42.13,34.68,24.51,,9.99,10.32,0.61,9.16,21.8,10.52,,17.97,29.38,41.79,25.93,16.25,,13.7,,
2010-01-13,9.67,36.28,27.36,,17.58,14.69,14.62,6.46,9.15,21.82,42.38,21.85,43.04,6.41,11.3,23.58,13.95,,26.25,25.15,54.08,214.3,13.57,6.39,32.75,22.09,17.5,22.72,6.55,,4.43,4.15,43.92,,4.48,,2.31,,16.47,9.36,16.97,,21.06,8.39,12.22,1.94,17.57,,30.36,29.58,40.51,14.07,28.43,34.0,,3.34,21.02,,34.08,,16.16,23.13,17.85,43.83,,9.98,10.38,23.22,,14.51,6.76,7.71,4.11,,38.98,8.47,25.04,,20.4,,,42.47,34.83,24.65,,10.1,10.66,0.6,9.39,22.01,10.49,,18.05,29.37,42.72,26.17,16.35,,13.91,,
2010-01-14,9.63,35.9,27.28,,17.13,14.76,14.69,6.37,9.0,21.9,42.1,21.83,43.49,6.38,11.37,23.42,14.21,,26.6,25.68,54.36,208.77,13.58,6.32,32.75,21.95,17.72,22.41,6.51,,4.47,4.25,43.42,,4.43,,2.31,,16.42,9.08,16.98,,20.82,8.32,12.19,1.99,17.55,,30.54,29.82,39.03,14.42,28.61,34.22,,3.34,20.39,,33.63,,15.93,24.41,17.6,41.88,,9.91,10.65,23.69,,14.46,6.75,7.28,4.04,,38.79,8.45,24.99,,20.2,,,42.98,34.6,24.62,,10.02,10.67,0.61,9.46,22.19,10.32,,17.83,29.13,41.3,26.19,16.21,,13.94,,
2010-01-15,9.65,35.87,27.13,,16.93,14.51,14.45,6.36,8.84,21.79,42.17,21.09,43.34,6.27,10.88,22.9,14.05,,26.08,25.54,54.18,208.77,13.44,6.22,32.25,21.59,17.33,22.32,6.49,,4.4,4.14,43.47,,4.39,,2.42,,16.46,8.92,16.83,,20.61,8.24,11.98,1.96,17.57,,30.58,29.55,39.02,13.97,28.32,34.29,,3.33,19.42,,32.29,,15.57,24.09,16.89,40.84,,9.68,10.05,23.61,,14.69,6.74,7.28,3.93,,38.21,8.23,24.4,,19.76,,,42.63,34.71,23.88,,9.87,10.3,0.6,9.34,21.97,10.47,,17.68,28.2,40.21,25.83,16.57,,13.81,,
2010-01-19,9.61,36.95,27.54,,17.34,14.71,14.64,6.38,9.01,22.05,43.14,21.47,44.09,6.55,11.07,22.91,14.5,,26.17,25.96,55.23,208.7,13.12,6.22,32.0,21.93,17.65,22.5,6.57,,4.44,4.2,43.59,,4.43,,2.52,,16.55,9.23,16.97,,20.9,8.05,12.16,1.98,17.87,,30.74,29.67,38.09,14.13,28.57,34.53,,3.33,19.59,,32.49,,15.84,24.25,17.56,42.06,,9.81,10.2,23.8,,14.6,6.83,7.31,4.0,,38.61,8.08,24.66,,19.61,,,42.66,35.28,25.98,,10.06,10.79,0.6,9.47,21.98,10.61,,17.84,27.22,41.68,25.93,16.56,,13.93,,
2010-01-20,9.59,36.49,27.18,,17.68,14.52,14.46,6.29,8.87,22.1,42.88,21.07,42.79,6.45,10.93,23.23,14.44,,26.12,25.47,54.72,206.31,13.23,6.18,31.75,21.59,17.33,21.96,6.45,,4.41,4.09,43.09,,4.15,,2.5,,16.45,8.82,17.01,,20.55,7.95,12.0,1.91,17.78,,30.39,29.53,37.69,14.15,28.11,34.33,,3.32,19.36,,32.45,,15.77,23.67,17.23,40.74,,9.72,9.9,23.41,,14.29,6.8,7.32,3.98,,37.95,7.97,24.2,,19.62,,,42.4,34.58,25.57,,9.95,10.46,0.65,9.35,21.98,10.34,,17.71,27.26,40.74,26.08,16.43,,13.89,,
2010-01-21,9.39,35.82,27.05,,16.85,14.59,14.52,6.33,8.99,21.85,42.45,21.17,41.84,6.33,10.76,23.21,14.25,,25.69,25.19,53.21,208.04,13.25,6.12,31.6,21.2,17.03,21.8,6.25,,4.35,4.1,42.53,,3.98,,2.44,,16.44,9.57,17.17,,20.38,7.82,11.68,1.84,17.67,,29.22,29.18,37.54,13.99,27.76,33.83,,3.25,19.13,,32.0,,15.74,23.13,17.3,40.09,,9.63,9.72,22.96,,14.02,6.76,7.31,3.91,,37.84,7.78,23.81,,19.48,,,41.71,34.4,26.14,,9.77,10.43,0.62,9.51,22.22,9.93,,17.45,27.31,39.85,25.73,16.25,,13.78,,
2010-01-22,9.19,34.38,26.43,,16.53,13.76,13.7,6.07,7.88,21.43,42.43,20.22,40.8,6.02,10.01,22.2,14.05,,25.1,23.92,53.06,204.2,12.94,5.97,31.5,20.77,16.31,21.04,6.19,,4.29,4.06,42.2,,3.87,,2.34,,16.07,9.36,16.57,,19.77,7.65,11.45,1.79,17.79,,28.61,28.59,36.5,13.37,27.1,37.82,,3.21,17.98,,30.08,,15.02,22.57,16.23,39.59,,9.27,9.06,22.16,,13.84,6.61,7.27,3.78,,37.86,7.69,23.22,,19.1,,,41.33,33.46,25.97,,9.63,10.66,0.62,9.2,21.89,9.74,,16.67,27.28,40.14,25.4,15.78,,13.44,,
2010-01-25,8.97,34.16,26.49,,16.7,13.51,13.45,6.02,8.07,21.55,41.76,20.4,40.77,6.18,10.01,22.6,14.23,,24.75,24.09,52.67,202.84,13.0,5.95,31.25,20.74,16.33,21.09,6.25,,4.34,4.1,42.55,,3.94,,2.34,,16.27,9.4,16.63,,19.55,7.66,11.52,1.8,17.65,,28.85,28.38,36.45,13.64,27.33,37.61,,3.21,18.03,,30.6,,14.53,22.62,16.34,38.45,,9.35,9.26,22.44,,13.75,6.58,7.02,3.84,,38.58,7.73,23.18,,19.01,,,41.22,33.55,26.15,,9.75,10.47,0.61,9.0,21.74,9.71,,17.09,27.22,39.52,25.88,15.75,,13.41,,
2010-01-26,8.87,33.94,26.36,,16.46,13.57,13.51,5.97,8.09,21.55,42.41,20.1,40.56,6.27,10.02,22.65,14.4,,24.38,25.33,53.0,204.44,13.09,5.93,30.75,20.58,16.26,21.22,6.13,,4.33,4.07,42.83,,3.97,,2.32,,16.36,9.55,16.54,,19.76,7.57,11.38,1.83,17.32,,28.68,28.46,36.28,13.43,27.04,37.27,,3.21,17.86,,30.7,,14.51,22.31,16.23,37.5,,9.34,9.37,22.57,,13.78,6.54,7.14,3.72,,38.46,7.82,22.91,,18.92,,,41.24,33.54,26.28,,9.94,10.3,0.63,9.05,21.46,9.53,,16.85,27.61,39.02,25.53,15.74,,13.42,,
2010-01-27,9.18,33.14,26.33,,16.69,13.57,13.5,6.14,8.19,21.5,43.28,20.18,42.19,6.33,10.33,22.78,14.28,,24.47,25.72,53.58,207.52,12.83,5.99,30.75,20.75,16.44,21.46,6.19,,4.33,4.1,42.54,,3.99,,2.39,,16.3,9.51,16.93,,19.63,7.59,11.5,1.87,18.55,,28.88,28.35,37.04,13.59,27.02,37.69,,3.22,17.97,,31.17,,14.53,22.1,16.44,38.4,,9.42,9.64,22.7,,14.08,6.58,7.28,3.82,,38.27,7.89,23.05,,18.93,,,41.26,33.76,27.03,,10.11,10.88,0.66,9.0,21.53,9.43,,16.98,28.15,39.0,25.9,15.44,,13.51,,
2010-01-28,9.09,32.89,26.11,,18.03,13.37,13.31,6.3,7.88,21.21,43.54,19.78,41.97,6.07,9.99,22.33,13.51,,23.79,25.19,53.27,201.68,13.06,5.84,30.75,20.53,15.99,20.75,6.1,,4.27,4.06,42.41,,3.83,,2.31,,16.37,9.26,16.57,,19.49,7.45,11.35,1.78,18.34,,28.57,28.99,36.3,13.38,26.7,37.22,,3.24,17.11,,29.28,,14.18,21.93,15.96,37.16,,9.33,9.33,22.31,,13.92,6.49,9.01,3.69,,37.73,8.0,22.62,,18.8,,,40.89,28.95,26.39,,10.12,10.46,0.73,8.87,21.14,9.16,,16.72,28.02,38.65,25.69,15.47,,13.46,,
2010-01-29,9.01,32.3,26.18,,18.75,13.26,13.2,6.27,7.46,20.97,43.84,19.64,41.86,5.85,9.65,21.86,13.37,,23.79,24.54,53.74,195.35,12.81,5.81,30.63,20.66,15.96,20.33,6.18,,4.22,4.04,42.46,,3.76,,2.27,,16.51,9.13,16.09,,19.35,7.45,11.26,1.72,18.63,,27.72,26.25,36.69,13.03,26.66,36.45,,3.24,16.43,,28.95,,14.12,21.56,15.04,36.85,,9.12,8.65,21.56,,13.73,6.41,8.89,3.53,,37.8,7.97,23.13,,18.88,,,40.8,28.03,26.66,,10.1,10.32,0.75,8.75,21.27,9.33,,16.32,27.39,38.4,25.44,15.16,,13.4,,
2010-02-01,8.94,32.48,26.36,,18.58,13.34,13.28,5.94,7.98,20.94,44.02,20.04,42.19,5.93,9.92,22.36,13.47,,23.81,25.65,53.91,204.2,12.89,5.91,30.5,20.75,16.14,20.81,6.23,,4.25,4.0,42.82,,3.84,,2.34,,16.66,9.19,16.54,,19.45,7.46,11.45,1.75,18.46,,28.24,24.97,37.24,13.17,26.93,36.52,,3.26,17.0,,29.49,,14.18,21.84,16.0,37.3,,9.37,9.1,21.74,,13.93,6.54,8.72,3.8,,38.24,8.14,23.18,,19.09,,,41.54,28.45,26.51,,10.22,10.22,0.78,8.93,21.36,9.83,,16.72,27.67,39.34,25.68,15.22,,13.45,,
2010-02-02,9.09,32.98,26.43,,18.12,13.29,13.23,5.91,7.91,21.21,44.4,20.23,42.35,5.96,9.91,22.75,13.48,,23.95,25.61,54.94,204.42,13.04,6.09,30.5,20.93,16.35,21.04,6.36,,4.3,3.9,43.46,,3.9,,2.34,,16.97,9.16,16.87,,19.57,7.72,11.6,1.71,18.75,,28.35,25.46,37.83,13.37,26.97,37.29,,3.29,16.95,,29.76,,14.6,22.03,16.08,38.13,,9.39,9.28,21.78,,14.15,6.51,8.84,3.84,,38.85,8.12,23.19,,19.22,,,41.85,28.08,28.0,,10.29,10.35,0.81,9.02,21.34,9.79,,16.91,27.23,40.49,25.96,15.08,,13.66,,
2010-02-03,9.27,32.98,26.19,,18.11,13.53,13.47,5.95,7.81,21.0,44.28,20.14,42.57,6.07,9.73,22.84,13.43,,24.02,25.65,54.6,208.53,12.98,6.08,29.75,20.82,16.38,21.04,6.24,,4.27,3.9,43.2,,3.86,,2.31,,17.06,9.22,17.06,,19.39,7.73,11.75,1.64,18.35,,28.13,25.44,37.85,13.32,27.0,36.92,,3.29,17.06,,29.13,,14.48,21.79,16.36,39.4,,9.52,8.95,21.91,,14.14,6.49,8.85,3.87,,38.93,8.22,23.03,,19.2,,,41.95,28.35,28.65,,10.16,10.33,0.77,9.01,21.4,10.08,,16.83,27.26,40.23,24.43,15.0,,13.49,,
2010-02-04,9.01,32.24,25.92,,17.49,13.18,13.12,5.8,7.19,20.42,43.12,19.3,40.97,5.85,9.35,21.71,13.08,,22.95,24.51,53.1,200.01,12.69,5.77,30.25,20.41,16.45,20.08,6.06,,4.15,3.82,43.27,,3.71,,2.25,,16.36,8.91,16.78,,18.98,7.57,11.43,1.57,17.94,,27.07,25.25,36.62,12.87,26.34,35.69,,3.15,16.49,,28.29,,13.62,21.16,15.51,35.31,,9.17,8.54,21.3,,14.1,6.34,8.62,3.65,,38.28,8.06,22.2,,18.87,,,40.82,27.3,25.63,,9.94,9.51,0.76,8.76,21.05,9.63,,16.38,27.03,38.42,23.61,14.62,,13.05,,
2010-02-05,9.05,32.77,25.85,,17.68,13.3,13.23,5.87,7.35,20.36,43.24,19.59,41.19,5.95,9.69,21.74,12.85,,23.07,24.24,53.53,196.96,12.67,5.73,30.5,20.43,16.83,20.33,6.02,,4.15,3.85,43.32,,3.76,,2.25,,16.06,9.01,17.06,,18.76,7.54,11.43,1.57,17.9,,26.88,25.02,35.48,13.18,26.5,36.16,,3.18,16.77,,29.2,,13.14,21.54,15.67,35.29,,9.29,8.63,21.44,,14.12,6.46,8.69,3.72,,38.47,7.99,21.93,,18.85,,,40.73,27.21,25.73,,10.11,9.39,0.77,8.71,21.17,9.74,,16.66,26.98,37.61,23.51,14.54,,12.98,,
2010-02-08,9.01,32.05,25.93,,17.28,13.35,13.29,5.84,7.42,20.1,43.07,19.52,40.68,5.91,9.56,21.39,12.87,,23.1,24.15,52.84,200.62,12.53,5.6,29.85,20.54,16.69,20.37,5.94,,4.14,3.85,42.99,,3.73,,2.21,,15.71,8.92,17.28,,18.56,7.4,11.31,1.59,17.79,,26.45,25.0,35.67,13.1,26.43,35.99,,3.15,16.73,,28.92,,13.28,21.33,15.59,35.24,,9.29,8.84,21.21,,14.08,6.39,8.7,3.71,,38.19,7.99,21.81,,18.79,,,40.35,26.83,25.77,,9.93,9.34,0.75,8.8,20.95,9.73,,16.75,26.91,37.42,23.5,14.57,,12.93,,
2010-02-09,8.91,32.31,26.12,,17.2,13.42,13.36,5.9,7.54,20.34,42.88,19.75,41.05,5.97,9.63,22.02,13.17,,23.55,24.69,54.09,205.38,12.52,5.45,29.8,20.7,16.97,21.65,6.01,,4.15,3.87,43.45,,3.78,,2.21,,15.99,8.88,15.77,,18.75,7.61,11.37,1.66,17.87,,27.13,25.28,35.83,13.3,26.39,36.32,,3.15,16.99,,29.55,,13.74,21.47,15.73,35.78,,9.34,9.01,21.43,,14.35,6.46,8.88,3.68,,38.88,8.19,22.44,,18.96,,,41.1,27.12,26.26,,10.01,9.59,0.77,8.91,21.06,9.96,,16.96,27.12,37.9,23.72,14.96,,13.03,,
2010-02-10,8.95,32.76,26.11,,17.26,13.37,13.31,5.87,7.64,20.23,42.61,19.7,41.27,5.94,9.69,22.03,13.13,,23.59,24.53,54.39,206.4,12.38,5.54,29.75,20.5,16.87,21.58,5.98,,4.13,3.88,43.87,,3.78,,2.31,,15.93,8.71,15.75,,18.79,7.53,11.38,1.69,17.75,,27.06,25.2,35.59,13.33,26.46,35.77,,3.15,16.89,,29.55,,13.6,21.7,15.75,35.26,,9.42,8.47,21.42,,14.37,6.43,8.78,3.76,,39.02,8.16,22.39,,18.94,,,41.32,26.77,26.57,,9.96,9.97,0.76,8.98,21.14,9.58,,17.0,27.12,37.5,23.5,14.25,,12.94,,
2010-02-11,9.81,32.64,26.25,,17.45,13.42,13.36,6.0,7.84,20.26,42.35,20.15,41.35,6.05,9.88,22.1,13.26,,24.18,25.3,55.69,208.9,12.62,5.64,29.74,20.65,16.99,21.96,5.99,,4.17,3.94,44.26,,3.95,,2.37,,15.9,8.78,15.93,,18.77,7.64,11.61,1.67,18.05,,27.43,26.0,36.63,13.58,26.65,36.64,,3.18,17.26,,30.5,,13.96,21.92,16.49,36.86,,9.61,8.46,21.52,,14.4,6.52,9.05,3.93,,39.52,8.23,22.91,,19.17,,,41.88,27.19,27.76,,10.16,10.23,0.78,9.06,21.07,9.84,,17.24,27.29,38.1,23.71,14.31,,13.09,,
2010-02-12,9.85,31.45,26.05,,17.53,13.34,13.28,5.98,7.87,20.18,42.34,20.39,41.59,6.1,9.88,22.0,13.12,,24.22,25.2,55.21,207.78,12.79,5.66,29.74,20.64,16.87,21.96,5.99,,4.21,3.9,43.97,,3.94,,2.41,,16.12,8.64,15.87,,18.58,7.59,11.59,1.65,18.15,,27.16,26.66,37.01,13.83,26.46,36.87,,3.17,17.37,,30.74,,14.18,22.07,16.73,37.48,,9.63,8.37,21.37,,14.44,6.54,9.03,3.98,,39.8,8.26,22.82,,19.23,,,41.69,27.78,29.27,,10.21,10.35,0.79,9.08,21.51,9.88,,17.43,27.57,38.38,23.64,14.66,,13.05,,
2010-02-16,9.76,31.81,26.51,,17.95,13.55,13.48,5.88,8.06,20.64,42.72,20.83,42.03,6.19,10.26,22.49,13.11,,25.24,25.98,55.12,211.21,12.88,5.65,29.74,19.92,17.04,22.09,6.12,,4.41,3.95,45.0,,4.04,,2.43,,16.44,8.94,16.12,,18.97,7.8,11.74,1.65,18.09,,27.92,26.79,37.18,14.02,26.82,37.14,,3.22,18.05,,31.32,,14.42,22.3,17.3,38.42,,9.74,8.56,21.79,,14.39,6.51,9.27,4.05,,39.85,8.2,23.22,,19.45,,,41.96,27.91,28.74,,10.25,10.31,0.86,9.19,21.21,10.27,,17.98,27.52,38.68,24.15,14.79,,13.29,,
2010-02-17,9.89,32.33,26.61,,17.92,13.47,13.41,5.82,8.03,20.55,42.88,20.67,42.83,6.17,10.29,22.21,13.11,,25.88,26.04,56.23,212.87,12.83,5.77,29.74,20.01,17.09,21.98,6.12,,4.43,3.98,45.28,,4.04,,2.44,,16.7,9.0,16.43,,18.88,7.82,11.78,1.69,18.78,,28.26,26.82,36.73,13.98,26.93,37.91,,3.35,17.82,,30.93,,14.37,22.3,17.24,38.97,,9.69,8.66,21.98,,14.22,6.58,9.22,4.09,,40.79,8.38,23.21,,19.59,,,42.51,28.2,30.46,,10.39,10.28,0.94,9.3,22.1,10.29,,17.92,27.21,39.78,24.23,16.03,,13.26,,
2010-02-18,9.75,33.24,26.44,,17.99,13.59,13.53,5.9,7.95,20.53,42.93,21.54,43.36,6.18,10.05,22.45,13.11,,25.92,26.37,55.98,232.95,12.86,5.82,29.7,20.23,17.24,22.03,6.14,,4.49,4.01,45.21,,4.07,,2.44,,16.63,9.06,16.39,,19.08,7.92,11.77,1.73,19.09,,28.81,26.94,36.64,14.11,27.3,38.31,,3.42,17.71,,30.81,,14.6,22.27,17.23,40.3,,9.76,8.69,22.27,,14.31,6.75,9.44,3.82,,38.36,8.35,23.13,,19.64,,,42.8,28.48,26.66,,10.39,10.25,1.01,9.34,21.79,10.39,,18.01,27.27,40.25,24.59,16.15,,13.44,,
2010-02-19,9.7,33.88,26.68,,17.94,13.53,13.47,5.88,7.93,20.81,43.01,21.67,43.17,6.14,9.9,22.25,13.03,,25.99,26.48,56.61,230.57,12.92,5.8,29.7,20.54,17.3,22.13,6.25,,4.51,4.02,45.35,,4.1,,2.34,,16.67,9.29,16.55,,19.26,7.96,11.9,1.73,18.85,,29.08,26.48,36.6,14.09,29.46,38.5,,3.39,17.9,,31.28,,14.55,22.44,17.29,40.45,,9.81,8.83,22.12,,14.36,6.81,9.52,3.8,,38.91,8.44,23.14,,19.69,,,42.89,28.32,26.29,,10.39,10.14,0.96,9.38,21.35,10.46,,18.14,27.28,40.7,24.71,16.36,,13.6,,
2010-02-22,9.55,33.7,26.7,,17.92,13.58,13.52,5.9,7.9,20.61,42.8,21.77,43.18,6.1,9.91,22.4,13.0,,26.08,26.09,55.67,229.07,12.78,5.7,29.7,20.58,17.26,22.04,6.32,,4.53,4.07,45.09,,4.11,,2.36,,16.51,9.24,16.39,,19.18,7.99,11.83,1.7,18.48,,29.03,26.34,36.37,14.13,29.13,38.55,,3.36,17.76,,30.92,,14.16,22.53,17.22,39.66,,9.69,8.87,22.09,,14.38,6.76,9.32,3.81,,38.72,8.64,22.76,,19.73,,,42.71,27.9,25.53,,10.4,10.16,0.97,9.2,22.04,10.34,,17.94,27.51,39.92,24.63,16.4,,13.57,,
2010-02-23,9.48,33.44,26.44,,17.92,13.39,13.33,5.86,7.79,20.66,42.26,21.23,42.99,6.0,9.56,21.57,12.96,,25.66,25.51,55.25,225.09,12.81,5.66,29.7,20.3,17.08,21.99,6.3,,4.44,3.98,44.88,,4.12,,2.32,,16.56,9.08,16.12,,18.95,7.97,11.76,1.67,18.28,,28.87,26.25,36.01,13.8,28.69,38.08,,3.33,16.92,,29.08,,13.97,22.29,16.75,36.87,,9.62,8.54,21.78,,14.46,6.65,9.19,3.72,,38.6,8.57,22.46,,19.6,,,42.28,27.57,24.65,,10.37,10.16,1.0,9.11,21.9,10.21,,17.62,27.28,39.42,24.63,16.39,,13.53,,
2010-02-24,9.62,34.55,27.11,,18.0,13.3,13.24,5.99,8.05,20.77,42.53,21.48,44.04,6.11,9.77,21.7,12.99,,27.89,25.97,55.29,225.02,13.07,5.76,29.7,20.68,17.28,22.43,6.41,,4.47,3.98,45.14,,4.17,,2.32,,18.59,9.23,16.32,,18.89,8.01,11.92,1.66,18.36,,29.34,26.52,36.14,14.01,29.05,38.25,,3.36,17.03,,29.58,,14.2,22.44,16.63,38.47,,9.77,9.02,22.01,,14.42,6.69,9.24,3.8,,39.29,8.72,22.98,,19.74,,,42.49,27.21,24.85,,10.62,10.32,0.98,9.27,22.04,10.34,,17.95,27.23,40.36,25.16,16.35,,13.56,,
2010-02-25,9.63,34.56,26.77,,18.12,13.17,13.11,5.91,7.89,20.63,42.17,21.58,43.62,6.15,9.73,21.49,12.88,,27.93,25.96,54.89,223.87,13.33,5.74,29.5,20.83,17.28,22.43,6.3,,4.47,3.95,45.54,,4.19,,2.28,,18.69,9.13,16.36,,18.8,8.05,11.98,1.68,18.3,,29.06,26.25,36.47,13.96,29.22,38.2,,3.73,16.92,,29.61,,14.56,22.23,16.55,38.8,,9.71,9.0,21.99,,14.31,6.74,9.37,3.76,,39.5,8.83,22.98,,19.41,,,42.64,26.71,24.34,,10.78,10.42,0.95,9.2,22.02,10.74,,17.78,27.25,40.14,25.53,16.04,,13.53,,
2010-02-26,9.55,34.65,26.71,,18.1,13.18,13.12,5.92,7.91,20.59,42.44,21.3,43.86,6.23,9.74,21.57,13.17,,27.88,25.97,55.01,226.71,13.37,5.7,29.75,20.79,17.28,22.41,6.42,,4.46,3.93,45.22,,4.18,,2.26,,18.58,9.13,16.38,,18.58,8.05,12.05,1.72,18.38,,29.04,26.4,36.32,13.9,29.13,38.57,,3.72,17.06,,29.74,,14.32,22.32,16.67,39.86,,9.69,8.99,22.04,,14.12,6.93,9.44,3.72,,39.3,8.9,22.75,,19.5,,,42.76,26.35,24.46,,10.79,10.2,0.91,9.2,21.9,10.22,,17.68,27.57,40.54,24.98,15.92,,13.42,,
2010-03-01,9.83,34.89,26.94,,18.78,13.33,13.27,6.23,8.21,20.79,42.65,21.72,44.3,6.36,9.95,22.07,13.13,,28.15,26.18,56.78,238.54,13.48,5.76,30.1,21.05,17.47,23.51,6.57,,4.53,3.96,45.73,,4.26,,2.3,,18.43,9.47,16.67,,19.08,8.15,12.23,1.8,18.34,,29.33,27.11,37.99,14.13,29.62,39.85,,3.65,17.65,,30.82,,15.11,22.41,17.32,41.41,,9.84,9.69,22.31,,14.26,6.97,9.96,3.87,,39.57,8.82,23.19,,19.73,,,43.41,25.55,25.37,,10.87,10.77,0.79,9.35,22.08,10.01,,17.86,27.66,41.43,25.1,15.78,,13.56,,
