rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
4,"(25, 20, 10)",2,139,15,71,18,10,14.66,0.24,4.78,70.07,-0.28
4,"(25, 20, 10)",2,139,15,71,21,10,13.93,0.23,4.71,65.61,-0.28
4,"(25, 20, 10)",2,139,15,83,21,10,13.41,0.23,4.64,62.22,-0.29
4,"(25, 20, 10)",2,139,15,71,24,10,12.99,0.23,4.7,61.05,-0.28
4,"(25, 20, 10)",2,139,15,71,27,10,13.32,0.23,4.57,60.87,-0.31
4,"(25, 20, 10)",2,139,15,67,21,10,12.48,0.23,4.61,57.53,-0.28
4,"(25, 20, 10)",2,139,15,82,21,10,12.47,0.23,4.53,56.49,-0.3
4,"(25, 20, 10)",2,139,15,71,12,10,12.31,0.22,4.58,56.38,-0.28
4,"(25, 20, 10)",2,139,15,73,21,10,12.43,0.22,4.52,56.18,-0.28
4,"(25, 20, 10)",2,139,15,71,30,10,12.52,0.23,4.46,55.84,-0.31
4,"(25, 20, 10)",2,139,15,71,15,10,12.11,0.22,4.59,55.58,-0.28
4,"(25, 20, 10)",2,139,15,71,33,10,12.23,0.22,4.43,54.18,-0.31
4,"(25, 20, 10)",2,139,15,71,36,10,12.13,0.22,4.4,53.37,-0.31
4,"(25, 20, 10)",2,139,15,71,21,15,11.7,0.22,4.48,52.42,-0.31
4,"(25, 20, 10)",2,139,15,75,21,10,11.35,0.22,4.47,50.73,-0.28
4,"(25, 20, 10)",2,139,15,85,21,10,11.43,0.22,4.41,50.41,-0.29
4,"(25, 20, 10)",2,139,15,82,17,10,11.11,0.21,4.42,49.11,-0.3
4,"(25, 20, 10)",2,139,15,99,21,10,11.12,0.21,4.37,48.59,-0.29
4,"(25, 20, 10)",2,139,15,82,41,10,11.13,0.22,4.29,47.75,-0.28
4,"(25, 20, 10)",2,139,15,43,21,10,10.83,0.21,4.32,46.79,-0.28
4,"(25, 20, 10)",2,139,15,82,21,11,10.87,0.21,4.27,46.41,-0.31
4,"(25, 20, 10)",2,139,15,71,21,17,10.66,0.21,4.34,46.26,-0.28
4,"(25, 20, 10)",2,139,15,82,21,9,10.37,0.21,4.4,45.63,-0.28
4,"(25, 20, 10)",2,139,15,82,33,10,10.72,0.21,4.24,45.45,-0.32
4,"(25, 20, 10)",2,139,15,64,21,10,10.41,0.21,4.35,45.28,-0.28
4,"(25, 20, 10)",2,139,15,115,21,10,10.59,0.21,4.18,44.27,-0.31
4,"(25, 20, 10)",2,139,15,91,21,10,10.26,0.21,4.25,43.6,-0.3
4,"(25, 20, 10)",2,139,15,71,21,9,9.98,0.21,4.35,43.41,-0.27
4,"(25, 20, 10)",2,139,15,82,13,10,10.11,0.21,4.27,43.17,-0.3
4,"(25, 20, 10)",2,139,15,71,21,11,10.08,0.21,4.22,42.54,-0.3
4,"(25, 20, 10)",2,139,15,82,37,10,10.29,0.21,4.12,42.39,-0.33
4,"(25, 20, 10)",2,139,15,51,21,10,9.85,0.2,4.25,41.86,-0.29
4,"(25, 20, 10)",2,139,15,71,21,13,9.67,0.2,4.2,40.61,-0.29
4,"(25, 20, 10)",2,139,15,82,21,15,9.72,0.2,4.15,40.34,-0.31
4,"(25, 20, 10)",2,139,15,46,21,10,9.67,0.2,4.17,40.32,-0.29
4,"(25, 20, 10)",2,139,15,55,21,10,9.53,0.2,4.17,39.74,-0.28
4,"(25, 20, 10)",2,139,15,57,21,10,9.39,0.2,4.18,39.25,-0.31
4,"(25, 20, 10)",2,139,15,82,21,13,9.44,0.2,4.15,39.18,-0.31
4,"(25, 20, 10)",2,139,15,82,29,10,9.52,0.2,4.07,38.75,-0.33
4,"(25, 20, 10)",2,139,15,82,25,10,9.33,0.2,4.06,37.88,-0.33
4,"(25, 20, 10)",2,139,15,113,21,10,9.07,0.2,4.03,36.55,-0.31
4,"(25, 20, 10)",2,139,15,82,21,19,8.83,0.2,3.96,34.97,-0.29
4,"(25, 20, 10)",2,139,15,141,21,10,8.72,0.19,4.0,34.88,-0.3
4,"(25, 20, 10)",2,139,15,82,21,17,8.67,0.19,4.01,34.77,-0.3
4,"(25, 20, 10)",2,139,15,123,21,10,8.59,0.19,4.01,34.45,-0.3
4,"(25, 20, 10)",2,139,15,34,21,10,8.31,0.19,3.99,33.16,-0.33
4,"(25, 20, 10)",2,139,15,59,21,10,8.2,0.19,3.94,32.31,-0.33
4,"(25, 20, 10)",2,139,15,35,21,10,7.82,0.19,3.89,30.42,-0.32
4,"(25, 20, 10)",2,139,15,34,31,10,7.92,0.19,3.84,30.41,-0.33
