top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(3, 2, 1)",10,139,50,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,39,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,27,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,28,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,29,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,144,34,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,34,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,138,34,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",9,139,34,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,31,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,33,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,30,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,18,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,32,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,21,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,19,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,20,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,144,26,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,17,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,22,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,24,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,23,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",11,139,19,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,145,19,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,15,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,140,19,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,16,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,25,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",11,139,34,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",9,139,26,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",11,139,26,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",9,139,19,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,26,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,140,26,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,47,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,37,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,44,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,45,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,46,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,40,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,48,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,49,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",11,139,42,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",9,139,42,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,38,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,36,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,41,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,138,42,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,140,42,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,142,42,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,144,42,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,35,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,34,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,42,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,43,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",7,139,26,13,6,1,3.95,0.13,5.69,22.48,-0.16
"(3, 2, 1)",7,139,19,13,6,1,3.95,0.13,5.69,22.48,-0.16
