top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 2)",8,160,41,11,4,7,140.17,0.47,7.19,1007.82,-0.27
"(30, 20, 2)",8,160,41,11,5,7,126.09,0.46,7.04,887.67,-0.27
"(30, 20, 2)",8,160,46,11,6,7,118.01,0.45,6.96,821.35,-0.27
"(30, 20, 2)",8,160,56,11,6,7,118.01,0.45,6.96,821.35,-0.27
"(30, 20, 2)",8,160,51,11,6,7,118.01,0.45,6.96,821.35,-0.27
"(30, 20, 2)",10,160,41,11,6,7,118.01,0.45,6.96,821.35,-0.27
"(30, 20, 2)",9,160,41,11,6,7,118.01,0.45,6.96,821.35,-0.27
"(30, 20, 2)",8,160,36,11,6,7,118.01,0.45,6.96,821.35,-0.27
"(30, 20, 2)",8,164,41,11,6,7,118.01,0.45,6.96,821.35,-0.27
"(30, 20, 2)",8,160,41,11,6,7,118.01,0.45,6.96,821.35,-0.27
"(30, 20, 2)",8,160,61,11,6,7,118.01,0.45,6.96,821.35,-0.27
"(30, 20, 2)",8,130,41,11,6,7,116.5,0.45,6.95,809.68,-0.27
"(30, 20, 2)",8,147,41,11,6,7,113.53,0.45,6.91,784.49,-0.27
"(30, 20, 2)",8,160,41,11,7,7,110.1,0.44,6.82,750.88,-0.34
"(30, 20, 2)",8,232,41,11,6,7,107.18,0.44,6.93,742.76,-0.27
"(30, 20, 2)",5,160,41,11,6,7,107.75,0.44,6.85,738.09,-0.27
"(30, 20, 2)",4,160,41,11,6,7,107.75,0.44,6.85,738.09,-0.27
"(30, 20, 2)",8,142,41,13,6,7,106.51,0.44,6.87,731.72,-0.27
"(30, 20, 2)",8,160,41,13,4,7,105.24,0.44,6.93,729.31,-0.27
"(30, 20, 2)",6,160,41,11,6,7,106.53,0.44,6.83,727.6,-0.27
"(30, 20, 2)",7,160,41,11,6,7,106.53,0.44,6.83,727.6,-0.27
"(30, 20, 2)",8,160,41,11,9,7,106.67,0.44,6.78,723.22,-0.34
"(30, 20, 2)",8,160,41,11,8,7,106.67,0.44,6.78,723.22,-0.34
"(30, 20, 2)",8,160,41,12,6,7,105.85,0.44,6.8,719.78,-0.27
"(30, 20, 2)",8,160,41,5,6,7,105.49,0.44,6.81,718.39,-0.27
"(30, 20, 2)",8,160,41,10,6,7,103.07,0.44,6.79,699.85,-0.27
"(30, 20, 2)",8,113,41,11,6,7,102.24,0.43,6.82,697.28,-0.27
"(30, 20, 2)",8,160,41,9,6,7,102.54,0.44,6.79,696.25,-0.27
"(30, 20, 2)",8,215,41,11,6,7,101.68,0.43,6.84,695.49,-0.27
"(30, 20, 2)",8,181,41,11,6,7,101.87,0.43,6.82,694.75,-0.27
"(30, 20, 2)",8,160,41,13,5,7,100.04,0.43,6.85,685.27,-0.27
"(30, 20, 2)",8,184,41,13,6,7,96.65,0.43,6.81,658.19,-0.27
"(30, 20, 2)",8,226,41,13,6,7,94.78,0.43,6.81,645.45,-0.27
"(30, 20, 2)",8,198,41,11,6,7,95.69,0.43,6.73,643.99,-0.27
"(30, 20, 2)",8,160,41,7,6,7,94.34,0.43,6.71,633.02,-0.27
"(30, 20, 2)",8,160,41,6,6,7,94.34,0.43,6.71,633.02,-0.27
"(30, 20, 2)",9,160,41,13,6,7,93.62,0.42,6.76,632.87,-0.27
"(30, 20, 2)",8,160,39,13,6,7,93.62,0.42,6.76,632.87,-0.27
"(30, 20, 2)",8,160,37,13,6,7,93.62,0.42,6.76,632.87,-0.27
"(30, 20, 2)",8,160,45,13,6,7,93.62,0.42,6.76,632.87,-0.27
"(30, 20, 2)",8,160,63,13,6,7,93.62,0.42,6.76,632.87,-0.27
"(30, 20, 2)",8,160,41,13,6,7,93.62,0.42,6.76,632.87,-0.27
"(30, 20, 2)",8,163,41,13,6,7,93.62,0.42,6.76,632.87,-0.27
"(30, 20, 2)",8,160,57,13,6,7,93.62,0.42,6.76,632.87,-0.27
"(30, 20, 2)",8,160,51,13,6,7,93.62,0.42,6.76,632.87,-0.27
"(30, 20, 2)",12,160,41,11,6,7,93.47,0.42,6.7,626.25,-0.27
"(30, 20, 2)",11,160,41,11,6,7,93.47,0.42,6.7,626.25,-0.27
"(30, 20, 2)",8,205,41,13,6,7,90.79,0.42,6.73,611.02,-0.27
"(30, 20, 2)",8,160,41,8,6,7,91.39,0.42,6.67,609.57,-0.27
"(30, 20, 2)",11,160,41,13,6,7,88.67,0.42,6.7,594.09,-0.27
"(30, 20, 2)",8,121,41,13,6,7,86.6,0.42,6.7,580.22,-0.27
"(30, 20, 2)",5,160,41,13,6,7,85.46,0.42,6.65,568.31,-0.27
"(30, 20, 2)",8,160,41,13,9,7,86.06,0.42,6.6,568.0,-0.34
"(30, 20, 2)",8,160,41,13,7,7,86.06,0.42,6.6,568.0,-0.34
"(30, 20, 2)",7,160,41,13,6,7,84.5,0.41,6.64,561.08,-0.27
"(30, 20, 2)",8,160,41,13,8,7,83.37,0.41,6.56,546.91,-0.34
"(30, 20, 2)",8,160,33,13,6,7,84.23,0.41,6.49,546.65,-0.35
"(30, 20, 2)",8,160,41,14,6,7,80.81,0.41,6.58,531.73,-0.28
"(30, 20, 2)",13,160,41,13,6,7,80.49,0.41,6.58,529.62,-0.27
"(30, 20, 2)",8,160,41,11,3,7,78.76,0.41,6.41,504.85,-0.34
"(30, 20, 2)",8,160,41,13,3,7,76.21,0.4,6.42,489.27,-0.34
"(30, 20, 2)",8,160,41,15,6,7,73.41,0.4,6.46,474.23,-0.28
"(30, 20, 2)",8,160,21,11,6,7,76.91,0.4,6.11,469.92,-0.3
"(30, 20, 2)",8,160,31,11,6,7,76.8,0.4,6.09,467.71,-0.35
"(30, 20, 2)",8,247,41,13,6,7,67.31,0.39,6.52,438.86,-0.27
"(30, 20, 2)",8,79,41,11,6,7,68.86,0.39,6.36,437.95,-0.3
"(30, 20, 2)",3,160,41,13,6,7,66.83,0.39,6.5,434.4,-0.27
"(30, 20, 2)",8,160,41,11,6,10,67.76,0.39,6.37,431.63,-0.27
"(30, 20, 2)",8,160,41,17,6,7,66.92,0.39,6.44,430.96,-0.27
"(30, 20, 2)",8,160,41,13,6,11,67.53,0.39,6.37,430.17,-0.27
"(30, 20, 2)",8,100,41,13,6,7,67.22,0.39,6.34,426.17,-0.3
"(30, 20, 2)",8,160,26,11,6,7,70.99,0.39,5.95,422.39,-0.32
"(30, 20, 2)",8,96,41,11,6,7,66.28,0.39,6.29,416.9,-0.3
"(30, 20, 2)",8,160,41,13,6,10,64.92,0.39,6.37,413.54,-0.27
"(30, 20, 2)",8,160,41,16,6,7,62.7,0.38,6.36,398.77,-0.27
"(30, 20, 2)",8,136,25,13,6,7,66.42,0.39,5.93,393.87,-0.32
"(30, 20, 2)",8,160,41,19,6,7,60.55,0.38,6.38,386.31,-0.27
"(30, 20, 2)",8,160,41,13,6,3,60.77,0.38,6.23,378.6,-0.31
"(30, 20, 2)",8,160,25,13,4,7,63.26,0.38,5.89,372.6,-0.32
"(30, 20, 2)",8,160,25,12,6,7,63.63,0.38,5.8,369.05,-0.32
"(30, 20, 2)",8,160,21,13,6,7,60.94,0.38,5.91,360.16,-0.3
"(30, 20, 2)",8,160,25,9,6,7,61.63,0.38,5.79,356.84,-0.32
"(30, 20, 2)",8,160,25,13,5,7,60.12,0.38,5.82,349.9,-0.32
"(30, 20, 2)",8,188,25,13,6,7,58.07,0.37,5.79,336.23,-0.32
"(30, 20, 2)",8,214,25,13,6,7,57.96,0.37,5.8,336.17,-0.32
"(30, 20, 2)",8,79,41,13,6,7,53.88,0.37,6.13,330.28,-0.3
"(30, 20, 2)",8,160,25,6,6,7,56.67,0.37,5.7,323.02,-0.32
"(30, 20, 2)",8,160,27,13,6,7,56.24,0.37,5.74,322.82,-0.32
"(30, 20, 2)",10,160,25,13,6,7,56.24,0.37,5.74,322.82,-0.32
"(30, 20, 2)",8,162,25,13,6,7,56.24,0.37,5.74,322.82,-0.32
"(30, 20, 2)",8,160,25,13,6,7,56.24,0.37,5.74,322.82,-0.32
"(30, 20, 2)",8,160,17,13,6,7,54.52,0.37,5.83,317.85,-0.24
