top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(3, 2, 1)",50,200,15,15,1,6,2.55,0.1,4.57,11.65,-0.15
"(3, 2, 1)",50,200,15,15,7,6,2.38,0.1,4.42,10.52,-0.11
"(3, 2, 1)",50,200,15,15,15,6,2.21,0.1,4.27,9.44,-0.15
"(3, 2, 1)",50,200,15,15,3,6,2.08,0.09,4.09,8.51,-0.16
"(3, 2, 1)",50,200,15,1,9,6,1.96,0.09,4.01,7.86,-0.16
"(3, 2, 1)",50,200,15,15,5,6,1.88,0.09,3.78,7.11,-0.11
"(3, 2, 1)",50,200,15,4,9,6,1.84,0.08,3.84,7.07,-0.2
"(3, 2, 1)",50,200,15,15,9,1,1.87,0.09,3.58,6.69,-0.22
"(3, 2, 1)",50,200,15,15,17,6,1.75,0.08,3.82,6.68,-0.16
"(3, 2, 1)",50,200,15,15,13,6,1.73,0.08,3.79,6.56,-0.16
"(3, 2, 1)",1,200,15,15,9,6,1.63,0.08,3.57,5.82,-0.18
"(3, 2, 1)",50,200,15,15,9,3,1.67,0.08,3.46,5.78,-0.18
"(3, 2, 1)",11,200,15,15,9,6,1.61,0.08,3.55,5.72,-0.18
"(3, 2, 1)",50,121,15,15,9,6,1.58,0.08,3.58,5.66,-0.19
"(3, 2, 1)",50,161,15,15,9,6,1.59,0.08,3.53,5.61,-0.19
"(3, 2, 1)",50,200,15,13,9,6,1.53,0.08,3.5,5.36,-0.19
"(3, 2, 1)",50,200,16,15,9,6,1.53,0.08,3.5,5.36,-0.19
"(3, 2, 1)",50,200,19,15,9,6,1.53,0.08,3.5,5.36,-0.19
"(3, 2, 1)",50,200,22,15,9,6,1.53,0.08,3.5,5.36,-0.19
"(3, 2, 1)",50,200,15,19,9,6,1.54,0.08,3.48,5.36,-0.21
"(3, 2, 1)",50,200,25,15,9,6,1.53,0.08,3.5,5.36,-0.19
"(3, 2, 1)",50,200,15,15,9,6,1.53,0.08,3.5,5.36,-0.19
"(3, 2, 1)",50,200,28,15,9,6,1.53,0.08,3.5,5.36,-0.19
"(3, 2, 1)",51,200,15,15,9,6,1.53,0.08,3.5,5.36,-0.19
"(3, 2, 1)",50,200,15,7,9,6,1.53,0.08,3.5,5.36,-0.19
"(3, 2, 1)",50,201,15,15,9,6,1.53,0.08,3.5,5.36,-0.19
"(3, 2, 1)",50,200,15,15,11,6,1.52,0.07,3.48,5.29,-0.17
"(3, 2, 1)",50,200,15,15,9,9,1.54,0.08,3.42,5.27,-0.19
"(3, 2, 1)",50,200,15,22,9,6,1.5,0.07,3.43,5.14,-0.21
"(3, 2, 1)",50,200,15,25,9,6,1.48,0.07,3.4,5.03,-0.21
"(3, 2, 1)",41,200,15,15,9,6,1.45,0.07,3.36,4.87,-0.19
"(3, 2, 1)",21,200,15,15,9,6,1.41,0.07,3.34,4.71,-0.19
"(3, 2, 1)",31,200,15,15,9,6,1.42,0.07,3.32,4.71,-0.19
"(3, 2, 1)",50,200,15,10,9,6,1.42,0.07,3.32,4.71,-0.21
"(3, 2, 1)",50,200,15,28,9,6,1.42,0.07,3.31,4.7,-0.21
"(3, 2, 1)",50,200,15,16,9,6,1.39,0.07,3.33,4.63,-0.19
"(3, 2, 1)",50,200,15,15,9,5,1.49,0.07,3.01,4.48,-0.27
"(3, 2, 1)",50,81,15,15,9,6,1.25,0.07,3.0,3.75,-0.19
"(3, 2, 1)",91,200,15,15,9,6,1.25,0.07,2.85,3.56,-0.24
"(3, 2, 1)",61,200,15,15,9,6,1.21,0.06,2.77,3.35,-0.21
"(3, 2, 1)",71,200,15,15,9,6,1.18,0.06,2.78,3.28,-0.21
"(3, 2, 1)",81,200,15,15,9,6,1.09,0.06,2.67,2.91,-0.24
"(3, 2, 1)",50,200,13,15,9,6,1.04,0.06,2.59,2.69,-0.24
"(3, 2, 1)",50,200,10,15,9,6,1.03,0.06,2.56,2.64,-0.24
"(3, 2, 1)",50,361,15,15,9,6,1.03,0.06,2.53,2.61,-0.23
"(3, 2, 1)",50,200,15,15,9,7,0.98,0.05,2.65,2.6,-0.19
"(3, 2, 1)",50,281,15,15,9,6,1.02,0.06,2.53,2.58,-0.23
"(3, 2, 1)",50,321,15,15,9,6,0.99,0.06,2.47,2.45,-0.23
"(3, 2, 1)",50,241,15,15,9,6,0.92,0.05,2.41,2.22,-0.21
"(3, 2, 1)",50,200,15,15,9,11,0.82,0.05,2.29,1.88,-0.25
"(3, 2, 1)",50,200,7,15,9,6,0.73,0.04,1.97,1.44,-0.26
"(3, 2, 1)",50,1,15,15,9,6,0.5,0.03,1.87,0.94,-0.17
"(3, 2, 1)",50,200,1,15,9,6,0.43,0.03,2.03,0.87,-0.18
"(3, 2, 1)",50,200,4,15,9,6,0.42,0.03,1.38,0.58,-0.3
"(3, 2, 1)",50,41,15,15,9,6,-0.04,-0.0,0.0,-0.0,-0.19
