top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 2)",8,353,5,4,6,7,166.58,0.49,7.2,1199.38,-0.28
"(30, 20, 2)",8,325,5,4,6,7,165.2,0.49,7.19,1187.79,-0.28
"(30, 20, 2)",8,381,5,4,6,7,163.33,0.49,7.17,1171.08,-0.3
"(30, 20, 2)",8,297,5,4,6,7,153.92,0.48,7.2,1108.22,-0.27
"(30, 20, 2)",11,265,5,4,6,7,149.92,0.48,7.16,1073.43,-0.27
"(30, 20, 2)",8,265,5,4,7,7,149.33,0.48,7.15,1067.71,-0.27
"(30, 20, 2)",8,265,5,4,5,7,148.58,0.48,7.16,1063.83,-0.27
"(30, 20, 2)",8,265,5,4,8,7,144.69,0.47,7.12,1030.19,-0.27
"(30, 20, 2)",8,265,5,3,6,7,152.1,0.48,6.68,1016.03,-0.27
"(30, 20, 2)",8,265,5,5,6,7,142.86,0.47,7.05,1007.16,-0.27
"(30, 20, 2)",8,265,6,4,6,7,141.66,0.47,7.09,1004.37,-0.27
"(30, 20, 2)",7,265,5,4,6,7,141.66,0.47,7.09,1004.37,-0.27
"(30, 20, 2)",8,269,5,4,6,7,141.66,0.47,7.09,1004.37,-0.27
"(30, 20, 2)",8,265,2,4,6,7,141.66,0.47,7.09,1004.37,-0.27
"(30, 20, 2)",8,265,4,4,6,7,141.66,0.47,7.09,1004.37,-0.27
"(30, 20, 2)",8,265,3,4,6,7,141.66,0.47,7.09,1004.37,-0.27
"(30, 20, 2)",8,265,5,4,6,7,141.66,0.47,7.09,1004.37,-0.27
"(30, 20, 2)",9,265,5,4,6,7,137.97,0.47,7.05,972.69,-0.27
"(30, 20, 2)",10,265,5,4,6,7,137.97,0.47,7.05,972.69,-0.27
"(30, 20, 2)",8,265,5,13,5,7,135.78,0.47,7.11,965.4,-0.27
"(30, 20, 2)",3,265,5,4,6,7,128.81,0.46,6.92,891.37,-0.34
"(30, 20, 2)",8,265,5,12,6,7,130.56,0.46,6.81,889.11,-0.27
"(30, 20, 2)",8,265,5,13,4,7,125.69,0.46,6.98,877.32,-0.27
"(30, 20, 2)",8,265,5,10,6,7,127.14,0.46,6.81,865.82,-0.27
"(30, 20, 2)",8,265,5,6,6,7,123.41,0.46,6.85,845.36,-0.27
"(30, 20, 2)",5,265,5,4,6,7,120.32,0.45,6.93,833.82,-0.27
"(30, 20, 2)",6,265,5,4,6,7,120.32,0.45,6.93,833.82,-0.27
"(30, 20, 2)",8,333,5,13,6,7,121.68,0.45,6.85,833.51,-0.28
"(30, 20, 2)",8,367,5,13,6,7,120.13,0.45,6.83,820.49,-0.3
"(30, 20, 2)",8,401,5,13,6,7,120.13,0.45,6.83,820.49,-0.3
"(30, 20, 2)",8,241,5,4,6,7,118.23,0.45,6.91,816.97,-0.27
"(30, 20, 2)",8,299,5,13,6,7,118.13,0.45,6.87,811.55,-0.27
"(30, 20, 2)",8,213,5,4,6,7,115.7,0.45,6.9,798.33,-0.27
"(30, 20, 2)",8,265,5,13,7,7,110.91,0.44,6.73,746.42,-0.34
"(30, 20, 2)",8,185,5,4,6,7,108.94,0.44,6.82,742.97,-0.3
"(30, 20, 2)",12,265,5,13,6,7,109.28,0.44,6.77,739.83,-0.27
"(30, 20, 2)",4,265,5,4,6,7,109.26,0.44,6.76,738.6,-0.34
"(30, 20, 2)",8,265,3,13,6,7,108.7,0.44,6.77,735.9,-0.27
"(30, 20, 2)",8,265,2,13,6,7,108.7,0.44,6.77,735.9,-0.27
"(30, 20, 2)",8,265,1,13,6,7,108.7,0.44,6.77,735.9,-0.27
"(30, 20, 2)",8,265,7,13,6,7,108.7,0.44,6.77,735.9,-0.27
"(30, 20, 2)",8,265,5,13,6,7,108.7,0.44,6.77,735.9,-0.27
"(30, 20, 2)",8,265,6,13,6,7,108.7,0.44,6.77,735.9,-0.27
"(30, 20, 2)",8,265,4,13,6,7,108.7,0.44,6.77,735.9,-0.27
"(30, 20, 2)",8,265,5,4,4,7,113.07,0.45,6.45,729.3,-0.27
"(30, 20, 2)",10,265,5,13,6,7,105.86,0.44,6.73,712.44,-0.27
"(30, 20, 2)",8,265,5,8,6,7,106.11,0.44,6.68,708.81,-0.27
"(30, 20, 2)",8,160,5,11,6,7,105.21,0.44,6.7,704.91,-0.34
"(30, 20, 2)",8,265,5,4,6,8,110.8,0.44,6.33,701.36,-0.31
"(30, 20, 2)",8,265,5,14,6,7,105.43,0.44,6.64,700.06,-0.28
"(30, 20, 2)",8,129,5,4,6,7,103.21,0.44,6.78,699.76,-0.32
"(30, 20, 2)",8,265,5,13,3,7,103.52,0.44,6.65,688.41,-0.34
"(30, 20, 2)",8,157,5,4,6,7,100.6,0.43,6.7,674.02,-0.32
"(30, 20, 2)",8,213,5,13,6,7,99.05,0.43,6.75,668.59,-0.27
"(30, 20, 2)",2,265,5,13,6,7,98.89,0.43,6.61,653.66,-0.34
"(30, 20, 2)",8,160,5,5,6,7,97.03,0.43,6.6,640.4,-0.32
"(30, 20, 2)",13,160,5,13,6,7,95.19,0.43,6.7,637.77,-0.27
"(30, 20, 2)",8,265,5,4,3,7,99.96,0.43,6.32,631.75,-0.27
"(30, 20, 2)",8,187,5,13,6,7,93.25,0.42,6.67,621.98,-0.3
"(30, 20, 2)",8,197,5,13,6,7,93.25,0.42,6.67,621.98,-0.3
"(30, 20, 2)",6,265,5,13,6,7,92.36,0.42,6.61,610.5,-0.27
"(30, 20, 2)",8,239,5,13,6,7,90.75,0.42,6.58,597.14,-0.27
"(30, 20, 2)",8,231,5,13,6,7,90.75,0.42,6.58,597.14,-0.27
"(30, 20, 2)",5,160,5,13,6,7,89.41,0.42,6.59,589.21,-0.34
"(30, 20, 2)",8,160,5,13,5,7,89.17,0.42,6.58,586.74,-0.34
"(30, 20, 2)",8,160,5,13,4,7,89.19,0.42,6.57,585.98,-0.34
"(30, 20, 2)",7,160,5,13,6,7,87.86,0.42,6.57,577.24,-0.34
"(30, 20, 2)",8,109,5,13,6,7,86.89,0.42,6.6,573.47,-0.34
"(30, 20, 2)",8,265,5,13,8,7,89.63,0.42,6.38,571.84,-0.34
"(30, 20, 2)",3,160,5,13,6,7,86.56,0.42,6.55,566.97,-0.34
"(30, 20, 2)",8,265,5,16,6,7,83.97,0.41,6.46,542.45,-0.27
"(30, 20, 2)",8,160,3,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",8,160,7,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",8,163,5,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",8,160,1,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",8,160,2,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",9,160,5,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",8,160,8,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",11,160,5,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",8,160,6,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",8,160,5,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",8,160,4,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",8,161,5,13,6,7,83.44,0.41,6.5,542.36,-0.34
"(30, 20, 2)",4,265,5,13,6,7,83.85,0.41,6.44,539.99,-0.34
"(30, 20, 2)",8,129,5,13,6,7,82.52,0.41,6.52,538.03,-0.34
"(30, 20, 2)",8,160,5,14,6,7,83.01,0.41,6.4,531.26,-0.34
"(30, 20, 2)",8,265,5,18,6,7,81.58,0.41,6.46,527.01,-0.27
"(30, 20, 2)",8,135,5,13,6,7,80.54,0.41,6.49,522.7,-0.34
"(30, 20, 2)",8,160,5,8,6,7,81.45,0.41,6.41,522.09,-0.34
"(30, 20, 2)",8,265,5,4,6,9,84.56,0.41,6.08,514.12,-0.28
"(30, 20, 2)",1,160,5,13,6,7,77.89,0.4,6.43,500.83,-0.3
"(30, 20, 2)",8,160,5,13,9,7,78.47,0.41,6.37,499.85,-0.34
"(30, 20, 2)",8,160,5,13,3,7,77.38,0.4,6.33,489.82,-0.34
"(30, 20, 2)",8,160,5,13,7,7,76.7,0.4,6.34,486.28,-0.34
"(30, 20, 2)",8,160,5,13,8,7,74.3,0.4,6.3,468.09,-0.34
"(30, 20, 2)",8,95,5,13,6,7,67.45,0.39,6.41,432.35,-0.38
"(30, 20, 2)",8,265,5,13,2,7,69.45,0.39,6.17,428.51,-0.37
"(30, 20, 2)",8,160,5,17,6,7,66.67,0.39,6.25,416.69,-0.32
"(30, 20, 2)",8,265,5,13,6,3,68.24,0.39,6.1,416.26,-0.31
"(30, 20, 2)",8,160,0,13,6,7,67.59,0.39,6.04,408.24,-0.34
"(30, 20, 2)",8,265,5,20,6,7,61.77,0.38,6.05,373.71,-0.27
"(30, 20, 2)",8,160,5,13,6,3,59.48,0.38,6.01,357.47,-0.31
"(30, 20, 2)",8,265,5,13,6,10,59.35,0.38,5.9,350.16,-0.27
"(30, 20, 2)",8,265,5,4,2,7,60.86,0.38,5.72,348.12,-0.29
"(30, 20, 2)",8,265,5,4,6,6,61.63,0.38,5.61,345.74,-0.27
"(30, 20, 2)",8,83,5,13,6,7,52.21,0.36,6.1,318.48,-0.38
"(30, 20, 2)",8,160,5,20,6,7,49.92,0.36,5.85,292.03,-0.32
"(30, 20, 2)",8,160,5,13,2,7,48.83,0.36,5.76,281.26,-0.37
"(30, 20, 2)",8,265,5,2,6,7,46.61,0.35,5.59,260.55,-0.34
"(30, 20, 2)",8,160,5,13,6,11,45.55,0.35,5.49,250.07,-0.47
"(30, 20, 2)",8,160,5,13,6,9,38.84,0.33,5.42,210.51,-0.28
"(30, 20, 2)",8,265,5,13,6,8,40.65,0.34,5.17,210.16,-0.34
"(30, 20, 2)",8,160,5,2,6,7,38.81,0.33,5.41,209.96,-0.34
"(30, 20, 2)",8,265,5,4,6,3,38.26,0.33,5.35,204.69,-0.31
"(30, 20, 2)",8,265,5,13,6,6,37.7,0.33,5.16,194.53,-0.27
"(30, 20, 2)",8,31,5,13,6,7,30.34,0.31,5.7,172.94,-0.36
"(30, 20, 2)",8,265,5,13,6,9,33.23,0.32,5.15,171.13,-0.28
"(30, 20, 2)",8,160,5,13,6,0,30.61,0.31,4.97,152.13,-0.35
"(30, 20, 2)",8,160,5,13,6,6,30.61,0.31,4.97,152.13,-0.35
"(30, 20, 2)",8,160,5,13,1,7,28.09,0.3,5.09,142.98,-0.34
"(30, 20, 2)",8,256,5,13,6,4,28.49,0.3,4.96,141.31,-0.27
"(30, 20, 2)",8,288,5,13,6,4,28.49,0.3,4.95,141.03,-0.27
"(30, 20, 2)",8,265,5,13,6,4,28.01,0.3,4.93,138.09,-0.27
"(30, 20, 2)",8,265,5,4,6,5,28.25,0.3,4.62,130.52,-0.29
"(30, 20, 2)",8,265,5,13,6,5,26.16,0.29,4.68,122.43,-0.31
"(30, 20, 2)",8,192,5,13,6,4,25.09,0.29,4.86,121.94,-0.33
"(30, 20, 2)",14,160,5,13,6,4,24.05,0.28,4.83,116.16,-0.27
"(30, 20, 2)",6,160,5,13,6,4,24.13,0.29,4.81,116.07,-0.34
"(30, 20, 2)",8,224,5,13,6,4,24.1,0.29,4.79,115.44,-0.32
"(30, 20, 2)",8,160,5,3,6,4,24.84,0.29,4.59,114.02,-0.3
"(30, 20, 2)",8,128,5,13,6,4,23.56,0.28,4.81,113.32,-0.34
"(30, 20, 2)",8,160,5,13,8,4,23.65,0.28,4.77,112.81,-0.34
"(30, 20, 2)",4,160,5,13,6,4,23.34,0.28,4.76,111.1,-0.34
"(30, 20, 2)",10,160,5,13,6,4,23.28,0.28,4.76,110.81,-0.34
"(30, 20, 2)",8,160,8,13,6,4,23.28,0.28,4.76,110.81,-0.34
"(30, 20, 2)",8,160,5,13,6,4,23.28,0.28,4.76,110.81,-0.34
"(30, 20, 2)",8,160,6,13,6,4,23.28,0.28,4.76,110.81,-0.34
"(30, 20, 2)",8,160,9,13,6,4,23.28,0.28,4.76,110.81,-0.34
"(30, 20, 2)",8,160,3,13,6,4,23.28,0.28,4.76,110.81,-0.34
"(30, 20, 2)",8,160,2,13,6,4,23.28,0.28,4.76,110.81,-0.34
"(30, 20, 2)",8,160,1,13,6,4,23.28,0.28,4.76,110.81,-0.34
"(30, 20, 2)",8,160,4,13,6,4,23.28,0.28,4.76,110.81,-0.34
"(30, 20, 2)",8,160,7,13,6,4,23.28,0.28,4.76,110.81,-0.34
"(30, 20, 2)",12,160,5,13,6,4,23.28,0.28,4.76,110.81,-0.34
"(30, 20, 2)",8,160,5,13,4,4,22.98,0.28,4.72,108.47,-0.34
"(30, 20, 2)",2,160,5,13,6,4,22.67,0.28,4.75,107.68,-0.34
"(30, 20, 2)",8,160,5,12,6,4,22.57,0.28,4.71,106.3,-0.3
"(30, 20, 2)",8,160,5,13,0,4,21.67,0.27,4.64,100.55,-0.33
"(30, 20, 2)",8,57,5,13,6,7,19.29,0.26,5.01,96.64,-0.44
"(30, 20, 2)",8,265,5,13,6,2,20.25,0.27,4.77,96.59,-0.34
"(30, 20, 2)",8,160,5,13,6,2,19.4,0.26,4.85,94.09,-0.34
"(30, 20, 2)",8,160,5,13,6,5,20.51,0.27,4.42,90.65,-0.33
"(30, 20, 2)",8,96,5,13,6,4,19.08,0.26,4.65,88.72,-0.42
"(30, 20, 2)",8,265,5,4,6,4,18.28,0.26,4.36,79.7,-0.28
"(30, 20, 2)",8,160,5,13,2,4,17.83,0.26,4.44,79.17,-0.35
"(30, 20, 2)",8,160,5,13,10,4,17.07,0.25,4.61,78.69,-0.34
"(30, 20, 2)",8,160,0,13,6,4,17.99,0.26,4.3,77.36,-0.35
"(30, 20, 2)",8,32,5,13,6,4,15.86,0.25,4.76,75.49,-0.46
"(30, 20, 2)",8,160,5,13,6,1,15.7,0.25,4.75,74.58,-0.32
"(30, 20, 2)",8,160,5,18,6,4,15.9,0.25,4.54,72.19,-0.37
"(30, 20, 2)",8,265,5,1,6,7,15.73,0.25,4.26,67.01,-0.37
"(30, 20, 2)",8,160,5,6,6,4,15.62,0.24,4.14,64.67,-0.3
"(30, 20, 2)",8,160,5,9,6,4,14.38,0.24,4.28,61.55,-0.32
