top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(3, 2, 1)",93,200,15,16,1,2,4.7,0.15,6.22,29.23,-0.09
"(3, 2, 1)",93,201,15,15,1,2,4.41,0.14,6.01,26.5,-0.09
"(3, 2, 1)",93,200,15,15,1,2,4.41,0.14,6.01,26.5,-0.09
"(3, 2, 1)",93,200,16,15,1,2,4.41,0.14,6.01,26.5,-0.09
"(3, 2, 1)",94,200,15,15,1,2,4.41,0.14,6.01,26.5,-0.09
"(3, 2, 1)",93,200,15,9,1,2,4.06,0.13,6.16,25.01,-0.08
"(3, 2, 1)",73,200,15,16,1,2,3.69,0.13,5.55,20.48,-0.12
"(3, 2, 1)",93,200,9,15,1,2,3.57,0.13,5.24,18.71,-0.1
"(3, 2, 1)",73,150,15,15,1,2,3.45,0.12,5.4,18.63,-0.12
"(3, 2, 1)",74,200,15,15,1,2,3.45,0.12,5.35,18.46,-0.12
"(3, 2, 1)",73,200,15,15,1,2,3.45,0.12,5.35,18.46,-0.12
"(3, 2, 1)",73,200,16,15,1,2,3.45,0.12,5.35,18.46,-0.12
"(3, 2, 1)",73,200,20,15,1,2,3.45,0.12,5.35,18.46,-0.12
"(3, 2, 1)",73,202,15,15,1,2,3.45,0.12,5.35,18.46,-0.12
"(3, 2, 1)",29,200,15,15,1,2,3.47,0.12,5.29,18.36,-0.13
"(3, 2, 1)",50,287,15,15,1,2,3.51,0.12,5.23,18.36,-0.12
"(3, 2, 1)",73,200,15,12,1,2,3.4,0.12,5.33,18.12,-0.12
"(3, 2, 1)",73,254,15,15,1,2,3.41,0.12,5.17,17.63,-0.12
"(3, 2, 1)",36,200,15,15,1,2,3.34,0.12,5.21,17.4,-0.13
"(3, 2, 1)",18,200,15,15,1,2,3.3,0.12,5.14,16.96,-0.13
"(3, 2, 1)",73,98,15,15,1,2,3.28,0.12,5.17,16.96,-0.11
"(3, 2, 1)",40,200,15,15,1,2,3.2,0.12,5.08,16.26,-0.13
"(3, 2, 1)",62,200,15,15,1,2,3.17,0.12,5.03,15.95,-0.12
"(3, 2, 1)",50,158,15,15,1,2,3.07,0.12,4.99,15.32,-0.13
"(3, 2, 1)",50,244,15,15,1,2,3.04,0.11,4.99,15.17,-0.12
"(3, 2, 1)",73,200,15,20,1,2,3.03,0.11,4.97,15.06,-0.15
"(3, 2, 1)",50,200,15,14,1,2,3.02,0.11,4.96,14.98,-0.16
"(3, 2, 1)",73,200,12,15,1,2,2.96,0.11,4.94,14.62,-0.12
"(3, 2, 1)",50,200,15,18,1,2,2.79,0.11,5.14,14.34,-0.15
"(3, 2, 1)",73,200,15,8,1,2,2.87,0.11,4.91,14.09,-0.1
