top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(24, 20, 9)",9,139,80,16,8,8,25.63,0.29,5.87,150.45,-0.24
"(25, 20, 9)",9,139,80,16,8,8,24.41,0.29,5.79,141.33,-0.24
"(26, 20, 9)",9,139,80,16,8,8,23.43,0.28,5.74,134.49,-0.24
"(28, 20, 9)",9,139,80,16,8,8,23.19,0.28,5.75,133.34,-0.24
"(31, 20, 9)",9,139,80,16,8,8,22.54,0.28,5.75,129.6,-0.24
"(22, 20, 9)",9,139,80,16,8,8,21.93,0.28,5.68,124.56,-0.23
"(30, 20, 9)",9,139,80,16,8,8,21.73,0.28,5.7,123.86,-0.24
"(29, 20, 9)",9,139,80,16,8,8,21.67,0.28,5.68,123.09,-0.24
"(38, 20, 9)",9,139,80,16,8,8,21.13,0.27,5.64,119.17,-0.25
"(33, 20, 9)",9,139,80,16,8,8,20.83,0.27,5.64,117.48,-0.24
"(20, 20, 9)",9,139,80,16,8,8,20.84,0.27,5.63,117.33,-0.23
"(40, 20, 9)",9,139,80,16,8,8,20.87,0.27,5.62,117.29,-0.25
"(34, 20, 9)",9,139,80,16,8,8,20.83,0.27,5.63,117.27,-0.25
"(32, 20, 9)",9,139,80,16,8,8,20.67,0.27,5.63,116.37,-0.24
"(21, 20, 9)",9,139,80,16,8,8,20.66,0.27,5.59,115.49,-0.23
"(36, 20, 9)",9,139,80,16,8,8,20.5,0.27,5.6,114.8,-0.25
"(37, 20, 9)",9,139,80,16,8,8,20.38,0.27,5.58,113.72,-0.25
"(41, 20, 9)",9,139,80,16,8,8,20.08,0.27,5.56,111.64,-0.25
"(55, 20, 9)",9,139,80,16,8,8,19.32,0.26,5.57,107.61,-0.25
"(43, 20, 9)",9,139,80,16,8,8,19.48,0.26,5.51,107.33,-0.25
"(53, 20, 9)",9,139,80,16,8,8,18.9,0.26,5.52,104.33,-0.25
"(46, 20, 9)",9,139,80,16,8,8,18.86,0.26,5.47,103.16,-0.26
"(45, 20, 9)",9,139,80,16,8,8,18.87,0.26,5.45,102.84,-0.26
"(64, 20, 9)",9,139,80,16,8,8,18.44,0.26,5.44,100.31,-0.25
"(61, 20, 9)",9,139,80,16,8,8,18.27,0.26,5.46,99.75,-0.25
"(49, 20, 9)",9,139,80,16,8,8,17.85,0.26,5.42,96.75,-0.26
"(67, 20, 9)",9,139,80,16,8,8,17.02,0.25,5.32,90.55,-0.25
"(82, 20, 9)",9,139,80,16,8,8,16.72,0.25,5.28,88.28,-0.25
"(73, 20, 9)",9,139,80,16,8,8,16.7,0.25,5.28,88.18,-0.25
