top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 2)",10,200,22,12,6,7,65.34,0.39,5.98,390.73,-0.3
"(30, 20, 2)",10,200,28,12,6,7,63.53,0.38,5.88,373.56,-0.34
"(30, 20, 2)",10,200,25,12,6,7,62.36,0.38,5.89,367.3,-0.32
"(30, 20, 2)",10,200,19,12,6,7,61.26,0.38,5.88,360.21,-0.25
"(30, 20, 2)",10,141,15,12,6,7,50.02,0.36,5.58,279.11,-0.29
"(30, 20, 2)",10,200,15,12,4,7,46.84,0.35,5.58,261.37,-0.29
"(30, 20, 2)",10,200,15,12,5,7,39.21,0.33,5.35,209.77,-0.29
"(30, 20, 2)",10,176,15,12,6,7,38.67,0.33,5.34,206.5,-0.29
"(30, 20, 2)",10,200,15,12,3,7,38.73,0.33,5.32,206.04,-0.29
"(30, 20, 2)",17,200,15,12,6,7,38.37,0.33,5.24,201.06,-0.29
"(30, 20, 2)",10,211,15,12,6,7,37.1,0.33,5.31,197.0,-0.29
"(30, 20, 2)",11,200,15,12,6,7,36.71,0.33,5.27,193.46,-0.29
"(30, 20, 2)",10,200,15,12,6,7,36.71,0.33,5.27,193.46,-0.29
"(30, 20, 2)",7,200,15,12,6,7,36.71,0.33,5.27,193.46,-0.29
"(30, 20, 2)",9,200,15,12,6,7,36.71,0.33,5.27,193.46,-0.29
"(30, 20, 2)",10,200,16,12,6,7,37.18,0.33,5.19,192.96,-0.26
"(30, 20, 2)",10,200,15,12,11,7,35.81,0.32,5.37,192.3,-0.29
"(30, 20, 2)",10,200,15,13,6,3,35.28,0.32,5.43,191.57,-0.22
"(30, 20, 2)",10,200,15,12,10,7,36.4,0.33,5.22,190.01,-0.29
"(30, 20, 2)",10,246,15,12,6,7,35.65,0.32,5.26,187.52,-0.29
"(30, 20, 2)",10,200,15,12,9,7,35.72,0.32,5.21,186.1,-0.29
"(30, 20, 2)",10,200,15,12,7,7,35.18,0.32,5.2,182.94,-0.29
"(30, 20, 2)",10,200,15,11,6,7,34.18,0.32,5.23,178.76,-0.29
"(30, 20, 2)",10,200,15,5,6,7,33.76,0.32,5.23,176.56,-0.29
"(30, 20, 2)",13,200,15,12,6,7,34.02,0.32,5.18,176.22,-0.29
"(30, 20, 2)",10,200,15,12,8,7,34.06,0.32,5.17,176.09,-0.29
"(30, 20, 2)",15,200,15,12,6,7,33.55,0.32,5.16,173.12,-0.29
"(30, 20, 2)",10,200,15,9,6,7,32.8,0.32,5.2,170.56,-0.29
"(30, 20, 2)",10,200,15,13,6,7,32.13,0.31,5.2,167.08,-0.29
"(30, 20, 2)",1,200,15,12,6,7,31.67,0.31,5.11,161.83,-0.29
"(30, 20, 2)",10,200,15,3,6,7,32.44,0.31,4.97,161.23,-0.29
"(30, 20, 2)",10,106,15,12,6,7,31.48,0.31,5.05,158.97,-0.34
"(30, 20, 2)",10,200,15,7,6,7,30.12,0.31,5.12,154.21,-0.29
"(30, 20, 2)",10,200,15,12,2,7,30.01,0.31,5.05,151.55,-0.29
"(30, 20, 2)",10,200,15,12,12,7,29.14,0.3,5.16,150.36,-0.29
"(30, 20, 2)",10,200,15,17,6,7,28.38,0.3,5.15,146.16,-0.29
"(30, 20, 2)",10,200,13,12,6,7,28.21,0.3,5.07,143.02,-0.23
"(30, 20, 2)",19,200,15,12,6,7,29.19,0.3,4.87,142.16,-0.29
"(30, 20, 2)",5,200,15,12,6,7,28.07,0.3,5.06,142.03,-0.29
"(30, 20, 2)",10,200,33,12,6,3,26.14,0.29,5.1,133.31,-0.32
"(30, 20, 2)",10,200,15,15,6,7,26.41,0.29,4.98,131.52,-0.29
"(30, 20, 2)",10,200,15,10,6,3,24.57,0.29,5.34,131.2,-0.21
"(30, 20, 2)",10,200,37,12,6,3,25.54,0.29,5.06,129.23,-0.32
"(30, 20, 2)",10,351,15,12,6,7,25.58,0.29,4.82,123.3,-0.3
"(30, 20, 2)",10,281,15,12,6,7,23.26,0.28,4.86,113.04,-0.29
"(30, 20, 2)",3,200,15,12,6,7,23.14,0.28,4.83,111.77,-0.29
"(30, 20, 2)",10,200,7,12,6,7,21.64,0.27,5.1,110.36,-0.19
"(30, 20, 2)",10,200,15,21,6,7,22.52,0.28,4.89,110.12,-0.29
"(30, 20, 2)",10,200,15,19,6,7,22.09,0.28,4.85,107.14,-0.29
"(30, 20, 2)",10,200,15,12,6,11,22.61,0.28,4.72,106.72,-0.29
"(30, 20, 2)",10,71,15,12,6,7,22.26,0.28,4.72,105.07,-0.39
"(30, 20, 2)",10,200,15,23,6,7,21.01,0.27,4.8,100.85,-0.29
"(30, 20, 2)",10,200,10,12,6,7,20.27,0.27,4.86,98.51,-0.22
"(30, 20, 2)",10,200,25,12,6,3,20.91,0.27,4.69,98.07,-0.25
"(30, 20, 2)",10,36,15,12,6,7,19.83,0.27,4.88,96.77,-0.37
"(30, 20, 2)",10,200,21,12,6,3,20.67,0.27,4.67,96.53,-0.24
"(30, 20, 2)",10,200,29,12,6,3,19.85,0.27,4.63,91.91,-0.32
"(30, 20, 2)",10,200,15,12,7,3,19.9,0.27,4.61,91.74,-0.25
"(30, 20, 2)",10,316,15,12,6,7,19.24,0.26,4.58,88.12,-0.29
"(30, 20, 2)",10,200,15,7,6,3,19.11,0.26,4.52,86.38,-0.26
"(30, 20, 2)",10,200,15,16,6,3,17.7,0.26,4.88,86.38,-0.27
"(30, 20, 2)",10,200,17,12,6,3,19.07,0.26,4.5,85.82,-0.28
"(30, 20, 2)",10,200,15,1,6,3,18.19,0.26,4.63,84.22,-0.27
"(30, 20, 2)",10,386,15,12,6,7,18.47,0.26,4.37,80.71,-0.3
"(30, 20, 2)",10,200,15,12,13,3,17.65,0.26,4.5,79.42,-0.29
"(30, 20, 2)",10,151,15,12,6,3,17.41,0.25,4.44,77.3,-0.25
"(30, 20, 2)",10,200,15,12,11,3,16.22,0.25,4.69,76.07,-0.29
"(30, 20, 2)",10,200,15,12,6,9,17.7,0.26,4.25,75.22,-0.24
"(30, 20, 2)",10,200,15,4,6,3,16.57,0.25,4.39,72.74,-0.26
"(30, 20, 2)",1,200,15,12,6,3,16.44,0.25,4.33,71.19,-0.26
"(30, 20, 2)",10,200,15,12,5,3,16.24,0.25,4.34,70.48,-0.25
"(30, 20, 2)",10,200,15,12,9,3,15.27,0.24,4.52,69.02,-0.29
"(30, 20, 2)",10,201,15,12,6,3,15.85,0.25,4.32,68.47,-0.25
"(30, 20, 2)",7,200,15,12,6,3,15.85,0.25,4.32,68.47,-0.25
"(30, 20, 2)",10,200,15,12,6,3,15.85,0.25,4.32,68.47,-0.25
"(30, 20, 2)",10,200,15,12,6,6,16.73,0.25,4.04,67.59,-0.37
"(30, 20, 2)",10,200,15,22,6,3,14.27,0.24,4.53,64.64,-0.27
"(30, 20, 2)",10,200,15,19,6,3,14.4,0.24,4.46,64.22,-0.27
"(30, 20, 2)",13,200,15,12,6,3,14.65,0.24,4.23,61.97,-0.25
"(30, 20, 2)",10,251,15,12,6,3,14.14,0.24,4.18,59.11,-0.25
"(30, 20, 2)",10,200,15,12,3,3,13.77,0.23,4.14,57.01,-0.25
"(30, 20, 2)",10,101,15,12,6,3,12.99,0.23,4.32,56.12,-0.31
"(30, 20, 2)",10,200,15,12,6,13,12.66,0.23,4.1,51.91,-0.26
"(30, 20, 2)",10,200,15,12,1,3,12.45,0.22,4.13,51.42,-0.25
