top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(3, 2, 1)",9,141,56,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,32,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,138,50,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",9,141,40,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,26,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,48,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,22,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,139,30,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,40,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,145,30,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,20,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,24,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",11,141,40,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",11,141,30,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,34,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,38,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,138,40,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,51,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",11,141,50,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,42,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,53,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,144,50,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,58,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,57,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,56,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,55,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,54,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,52,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,43,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,28,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,49,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,47,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,46,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,45,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,44,13,6,1,3.97,0.13,5.7,22.63,-0.16
"(3, 2, 1)",10,141,36,13,6,1,3.97,0.13,5.7,22.63,-0.16
